ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ADSTRD_CD,ADSTRD_NM,RDNMADR_CD,RDNMADR_NM,ZIP_NO,GID_CD,FCLTY_LO,FCLTY_LA,FOND_MBY_VALUE,OPER_INSTT_NM,OPER_STLE_NM,TEL_NO,HMPG_ADDR,OPNNG_DE,TOTAR_VALUE,LRGE_THEAT_SEAT_CO_VALUE,LRGE_THEAT_AR_VALUE,MIDDL_THEAT_SEAT_CO_VALUE,MIDDL_THEAT_AR_VALUE,SMALL_THEAT_SEAT_CO_VALUE,SMALL_THEAT_AR_VALUE,PRFPLC_CO,DSPY_AR_CN,EDC_FCLTY_AR_VALUE,CNFRM_AR_CN,TSD_THEAT_ACEPTNC_NMPR_CO,TSD_THEAT_AR_VALUE,TOT_EMP_CO,SPCLTY_EMP_CO,PBLPRFR_DAY_CO,DSPY_DAY_CO,CHGD_ENTRN_CO,EMPR_CO,FYER_OPER_PRICE,PBLPRFR_INCME_PRICE,RM_CN,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
KCDMSMC22N000000216,문화시설,문예회관,경산시민회관,경북,경산시,4729011600,계양동,4729056000,동부동,계양로,경북 경산시 계양로 28,38591,마마127586,128.7478391,35.8182696,기초자치단체,경산시,지자체 직영,053-804-7245,www.gbgs.go.kr/special/civic/index.do,1996.04.26,"4,978",,,730,967,100,162,2,295,319,322,100,120,10,1,50,31,652,7916,558,30.8,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000217,문화시설,문예회관,경주예술의전당,경북,경주시,4713012400,황성동,4713062100,황성동,알천북로,경북 경주시 알천북로 1,38089,마마540642,129.2059962,35.8623565,기초자치단체,경주문화재단,공공기관 위탁,1588-4925,www.garts.kr,2010.11.06,"21,232","1,053","2,260",331,221,,,3,"2,092",488,964,900,148,21,9,101,365,"6,799",61412,"2,338",353.5,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000218,문화시설,문예회관,서라벌문화회관,경북,경주시,4713010900,사정동,4713057000,황남동,금성로,경북 경주시 금성로 236,38167,마마542615,129.2078893,35.8386534,기초자치단체,경주시,지자체 직영,054-779-8930,www.gyeongju.go.kr/gjlll/sorabol,1979.05.21,"2,230",,,494,699,,,,,,,,,4,,28,,120,6209,320,14,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000219,문화시설,문예회관,구미문화예술회관,경북,구미시,4719011000,송정동,4719051000,송정동,송정대로,경북 구미시 송정대로 89,39280,라마764915,128.3489815,36.1183778,기초자치단체,구미시,지자체 직영,054-480-4554,www.gumi.go.kr/arts/main.do,1989.10.16,"10,319","1,211","7,772",,,283,"1,143",2,683,,120,700,920,17,7,71,85,"22,117",32586,"6,893",343,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000220,문화시설,문예회관,강동문화복지회관,경북,구미시,4719012000,구평동,4719067000,인동동,인동가산로,경북 구미시 인동가산로 392,39444,라마859885,128.4546539,36.0901153,기초자치단체,구미시,지자체 직영,054-480-2990,www.gumi.go.kr/artsgd/main.do,2017.05.12,"10,398",,,667,"1,329",250,474,1,226,272,98,,,10,2,91,10,"10,580",22325,"1,333",72,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000221,문화시설,문예회관,김천시문화예술회관,경북,김천시,4715011000,삼락동,4715057500,대신동,운동장길,경북 김천시 운동장길 3,39524,라마529936,128.088634,36.1382406,기초자치단체,김천시,지자체 직영,054-420-7822,www.gc.go.kr/gcart,2000.04.15,"12,299",,,920,964,192,278,1,671,,259,300,295,13,3,17,38,"3,677",8443,"3,173",55,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000222,문화시설,문예회관,김천시립문화회관,경북,김천시,4715010600,남산동,4715053600,평화남산동,김천로,경북 김천시 김천로 200,39596,라마559914,128.1221108,36.1187435,기초자치단체,김천시,지자체 직영,054-439-9487,www.gc.go.kr/gcart,2015.11.20,"2,885",,,421,519,,,,,249,,,,2,,20,,,6697,91,7.3,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000223,문화시설,문예회관,문경문화예술회관,경북,문경시,4728010100,점촌동,4728058000,점촌2동,신흥로,경북 문경시 신흥로 85,36948,라바624438,128.1977795,36.5900385,기초자치단체,문경시,지자체 직영,054-550-8949,www.gbmg.go.kr/portal/contents.do?mId=0602040101,1993.09.02,"4,244",,,804,"4,244",,,1,271,,,300,469,10,3,14,7,393,2812,"1,042",17.77,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000224,문화시설,문예회관,상주문화회관,경북,상주시,4725010700,남성동,4725052000,남원동,상산로,경북 상주시 상산로 235,37211,라바591240,128.1591952,36.4119023,기초자치단체,상주시,지자체 직영,054-537-6215,www.sangju.go.kr/culture/main.tc,1990.11.07,"3,443",,,512,807,80,148,1,252,,,,,7,3,40,27,683,5832,"1,035",12,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000225,문화시설,문예회관,안동문화예술의전당,경북,안동시,4717011700,안흥동,4717058500,서구동,축제장길,경북 안동시 축제장길 66,36708,마바096408,128.7250766,36.5594095,기초자치단체,안동시,지자체 직영,054-840-3605,www.andong.go.kr/arts/main.do,2010.09.17,"18,496",,,994,"7,605",276,"1,165",4,"2,504",123,736,200,80,14,10,89,199,"11,388",24456,"5,820",391,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000226,문화시설,문예회관,영주문화예술회관,경북,영주시,4721010500,가흥동,4721063000,가흥2동,가흥로,경북 영주시 가흥로 257,36134,라바992696,128.6128345,36.8198138,기초자치단체,영주시,지자체 직영,054-639-5951,www.yeongju.go.kr/art/index.do,2012.05.04,"3,656",,,498,"2,352",,,3,446,,,,,7,,24,49,717,7697,699,12,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000227,문화시설,문예회관,영주시민회관,경북,영주시,4721010100,영주동,4721056000,영주2동,선비로,경북 영주시 선비로 213,36099,라바996700,128.6169196,36.8231792,기초자치단체,영주문화원,민간기관 위탁,054-634-3124,www.영주시민회관.kr,1984.04.02,"2,433",,,490,"1,380",,,1,161,,161,,,5,,20,38,,11283,195,14,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000228,문화시설,문예회관,영천시민회관,경북,영천시,4723010500,문외동,4723052000,중앙동,시청로,경북 영천시 시청로 17,38852,마마296760,128.9375736,35.9721611,기초자치단체,영천시,지자체 직영,054-330-6454,ycac.yc.go.kr,1989.10.12.,"2,645",,,791,859,,,,,,,,,13,4,23,55,,9102,"1,491",25,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000229,문화시설,문예회관,포항문화예술회관,경북,포항시 남구,4711110200,대도동,4711152500,상대동,희망대로,경북 포항시 남구 희망대로 850,37832,마마681808,129.3660209,36.0096119,기초자치단체,포항문화재단,공공기관 위탁,054-289-7832,phcf.or.kr,1995.05.26,"12,943",,,973,"1,817",264,393,2,785,,180,300,400,69,8,183,221,"21,999",59150,"2,566",197,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000230,문화시설,문예회관,포항 대잠홀,경북,포항시 남구,4711111600,대잠동,4711159000,대이동,시청로,경북 포항시 남구 시청로 1,37683,마마661817,129.3439467,36.01878,기초자치단체,포항문화재단,공공기관 위탁,054-289-7841,phcf.or.kr,2007.02.07,"8,753",,,596,863,,,,,4,,,,4,3,103,,"2,583",18435,348,27,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000231,문화시설,문예회관,포항시립중앙아트홀,경북,포항시 북구,4711310700,덕산동,4711352000,중앙동,서동로,경북 포항시 북구 서동로 83,37728,마마682842,129.3673229,36.0409627,기초자치단체,포항문화재단,공공기관 위탁,054-289-7941,phcf.or.kr,2010.09.27,"2,705",,,,,262,280,1,199,,,,,6,1,39,191,,6725,411,9,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000232,문화시설,문예회관,대가야문화누리,경북,고령군,4783025326,대가야읍 지산리,4783025300,대가야읍,왕릉로,경북 고령군 대가야읍 왕릉로 30,40138,라마690477,128.2630942,35.7235756,기초자치단체,고령군,지자체 직영,054-950-7014,art.goryeong.go.kr,2015.07.27,"8,259",,,638,"1,168",140,329,1,205,581,44,"1,000","12,000",8,3,13,2,"4,117",13122,477,12,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000233,문화시설,문예회관,삼국유사교육문화회관,경북,군위군,4772025021,군위읍 동부리,4772025000,군위읍,군청로,경북 군위군 군위읍 군청로 158,39013,라바965050,128.574044,36.2374488,기초자치단체,군위군,지자체 직영,054-380-7212,www.gunwiart.go.kr,2007.09.05,"7,317",,,457,"2,136",,,,,,,,,14,1,3,,,4402,"1,343",5,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000234,문화시설,문예회관,성주군문화예술회관,경북,성주군,4784025024,성주읍 성산리,4784025000,성주읍,성산9길,경북 성주군 성주읍 성산9길 45,40032,라마722693,128.3012964,35.9183754,기초자치단체,성주군,지자체 직영,054-933-6912,www.sj.go.kr/scac,2003.05.26,"6,673",,,822,"4,322",,,1,232,358,147,,,11,3,35,112,"8,729",20960,"1,425",75.5,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000235,문화시설,문예회관,예주문화예술회관,경북,영덕군,4777036030,영해면 성내리,4777036000,영해면,318만세길,경북 영덕군 영해면 318만세길 36,36409,마바705385,129.4050846,36.5297349,기초자치단체,영덕군,공공기관 위탁,054-730-5830,www.ydct.org,2004.06.09,"4,195",,,618,"1,089",154,240,,,340,,50,112,6,6,168,,"5,584",10158,799,65,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000236,문화시설,문예회관,영양군 문화체육센터,경북,영양군,4776025022,영양읍 서부리,4776025000,영양읍,군민회관길,경북 영양군 영양읍 군민회관길 50,36540,마바445525,129.1174821,36.6598903,기초자치단체,영양군,지자체 직영,054-683-6077,없음,1997.05.29,"1,898",,,358,146,,,,,146,46,,,2,,,,,960,63,0.6,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000237,문화시설,문예회관,예천군문화회관,경북,예천군,4790025026,예천읍 서본리,4790025000,예천읍,충효로,경북 예천군 예천읍 충효로 209-15,36827,라바845507,128.4464765,36.651248,기초자치단체,예천군,지자체 직영,054-650-8253,www.ycg.kr/open.content/culture,1995.06.05,"4,411",,,604,"1,087",,,1,425,,,,,3,1,23,1,,8478,224,21,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000238,문화시설,문예회관,울릉한마음회관,경북,울릉군,4794025024,울릉읍 도동리,4794025000,울릉읍,울릉순환로,경북 울릉군 울릉읍 울릉순환로 286,40217,사사010489,130.9049835,37.4906269,기초자치단체,울릉군,지자체 직영,054-790-6562,www.ulleung.go.kr,2008.05.28,"5,287",,,425,"1,039",,,,,60,158,,,11,1,6,,,640,354,,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000239,문화시설,문예회관,울진문화예술회관,경북,울진군,4793038022,후포면 삼율리,4793038000,후포면,후포삼율로,경북 울진군 후포면 후포삼율로 194-14,36369,마바736561,129.4437742,36.6871671,기초자치단체,울진군,지자체 직영,054-789-5453,www.uljin.go.kr/art/index.uljin,2007.12.26,"2,950",,,492,357,,,1,139,,,,,4,,,,,200,163,,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000240,문화시설,문예회관,의성문화회관,경북,의성군,4773025022,의성읍 중리리,4773025000,의성읍,충효로,경북 의성군 의성읍 충효로 88,37331,마바078182,128.7024955,36.3552777,기초자치단체,의성군,지자체 직영,054-830-6931,없음,2000.04.20,"3,401",,,998,"2,403",,,,,,,,,13,3,1,,"2,663",12554,"1,120",20.2,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000241,문화시설,문예회관,청송문화예술회관,경북,청송군,4775025023,청송읍 금곡리,4775025000,청송읍,복지타운길,경북 청송군 청송읍 복지타운길 77,37433,마바397269,129.0589372,36.4299385,기초자치단체,청송군,지자체 직영,054-870-6564,www.cs.go.kr,2013.07.13,"3,113",,,435,743,,253,,,,,,,1,,,,,4450,525,525,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000242,문화시설,문예회관,칠곡군 교육문화회관,경북,칠곡군,4785025022,왜관읍 석전리,4785025000,왜관읍,관문로1길,경북 칠곡군 왜관읍 관문로1길 32,39872,라마827776,128.4181478,35.9918842,기초자치단체,칠곡군,지자체 직영,054-949-5105,www.chilgok.go.kr,2000.05.04,"139,333",,,710,"1,462",200,480,1,160,579,108,"1,300","1,200",31,,4,,622,622,"2,929",3.8,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000243,문화시설,문예회관,거제문화예술회관,경남,거제시,4831010200,장승포동,4831051000,장승포동,장승로,경남 거제시 장승로 145,53322,마라118531,128.7233576,34.8671784,기초자치단체,거제시문화예술재단,공공기관 위탁,055-680-1000,www.geojeart.or.kr,2003.10.21,"20,243","1,209","3,181",424,"1,435",,,1,262,132,70,300,130,28,10,91,92,"4,435",27235,"3,369",3717,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000244,문화시설,문예회관,김해문화의전당,경남,김해시,4825010800,내동,4825054000,내외동,김해대로,경남 김해시 김해대로 2060,50943,마라245951,128.8694108,35.2437338,기초자치단체,김해문화재단,공공기관 위탁,055-320-1234,www.gasc.or.kr,2005.11.25,"43,634","1,464","4,969",540,"1,391",,,3,"1,379",980,174,500,"1,381",87,21,208,202,"9,263",52146,"6,944",373.2,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000245,문화시설,문예회관,김해서부문화센터,경남,김해시,4825013100,율하동,4825063000,장유3동,율하2로,경남 김해시 율하2로 210,51016,마라202871,128.8209441,35.1726045,기초자치단체,김해문화재단,공공기관 위탁,055-344-1800,www.wgcc.or.kr,2018.06.01,"18,383",,,619,"2,738",,,1,211,169,133,300,"1,900",44,11,79,145,"8,962",20046,"3,063",184,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000246,문화시설,문예회관,밀양아리랑아트센터,경남,밀양시,4827010300,교동,4827055000,교동,밀양대공원로,경남 밀양시 밀양대공원로 112,50420,마마141238,128.7585155,35.5044257,기초자치단체,밀양문화재단,공공기관 위탁,055-359-4500,www.mycf.or.kr,2016.09.01.,"8,229",,,765,"1,900",236,393,1,405,205,51,50,200,29,9,64,122,"5,570",14091,"5,586",66,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000247,문화시설,문예회관,사천시문화예술회관,경남,사천시,4824010600,동림동,4824052000,선구동,삼천포대교로,경남 사천시 삼천포대교로 471,52553,라라525607,128.0755249,34.9399583,기초자치단체,사천문화재단,공공기관 위탁,055-832-9710,www.sccf.or.kr,2002.02.27,"5,133",,,814,"1,286",192,231,1,304,,,,,8,4,38,21,"1,511",11763,"1,126",37,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000248,문화시설,문예회관,양산문화예술회관,경남,양산시,4833010200,남부동,4833051500,양주동,중앙로,경남 양산시 중앙로 39-1,50624,마마396052,129.0367575,35.3334503,기초자치단체,양산시시설관리공단,공공기관 위탁,055-379-8550,www.yangsanart.net,2002.12.21,"6,847",,,796,"2,062",169,358,1,389,,,217,490,10,3,31,9,"4,813",18700,905,140.7,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000249,문화시설,문예회관,경상남도문화예술회관,경남,진주시,4817010400,칠암동,4817051500,천전동,강남로,경남 진주시 강남로 215,52722,라라538881,128.091744,35.1872737,광역자치단체,경상남도,지자체 직영,055-254-4445,artcenter.gyeongnam.go.kr,1988.08.29,"14,633","1,528","2,464",,,,,2,"1,459",,98,,,35,13,78,178,"19,078",38407,"4,214",416,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000250,문화시설,문예회관,성산아트홀,경남,창원시 성산구,4812313500,용호동,4812351500,용지동,중앙대로,경남 창원시 성산구 중앙대로 181,51435,마라076933,128.6831193,35.2293872,기초자치단체,창원문화재단,공공기관 위탁,055-268-7900,www.cwcf.or.kr,2000.04.25,"40,890","1,690","14,521",510,"4,464",,,7,"2,131",525,,300,"1,130",58,16,183,330,"9,111",104635,"10,676",844,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000251,문화시설,문예회관,3·15아트센터,경남,창원시 마산회원구,4812710500,양덕동,4812757000,양덕2동,삼호로,경남 창원시 마산회원구 삼호로 135,51322,라라980928,128.5771062,35.2258185,기초자치단체,창원문화재단,공공기관 위탁,055-719-7800,www.cwcf.or.kr,2008.05.20,"20,040","1,182","2,313",455,759,,,4,"1,299",718,287,,,34,11,158,256,"5,815",90834,"6,046",498,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000252,문화시설,문예회관,진해구민회관,경남,창원시 진해구,4812913800,태백동,4812954000,여좌동,진해대로,경남 창원시 진해구 진해대로 325,51578,마라055866,128.6594645,35.1695831,기초자치단체,창원문화재단,공공기관 위탁,055-719-7870,www.cwcf.or.kr,1993.04.01,"7,025",,,390,"1,479",150,279,2,700,294,355,964,"1,005",25,7,106,174.5,"1,234",31678,"2,403",136.955,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000253,문화시설,문예회관,통영시민문화회관,경남,통영시,4822010800,동호동,4822059000,정량동,남망공원길,경남 통영시 남망공원길 29,53051,라라849501,128.4286308,34.8423239,기초자치단체,통영시,지자체 직영,055-650-2620,citizen.tongyeong.go.kr,1997.10.01,"6,647",,,880,"4,872",290,"1,170",3,564,,,,,8,3,38,21,"1,890",44712,"1,056",23.5,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000254,문화시설,문예회관,통영국제음악당,경남,통영시,4822011700,도남동,4822067000,봉평동,큰발개1길,경남 통영시 큰발개1길 38,53079,라라859483,128.4400333,34.8259939,기초자치단체,통영국제음악재단,공공기관 위탁,055-650-0400,www.timf.org,2014.03.28,"14,618","1,309",212,,,254,151,,,140,122,,,23,12,63,,"9,912",14097,"7,232",240,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000255,문화시설,문예회관,거창군문화센터,경남,거창군,4888025025,거창읍 김천리,4888025000,거창읍,수남로,경남 거창군 거창읍 수남로 2181,50147,라마371420,127.9103127,35.6743005,기초자치단체,거창문화재단,공공기관 위탁,055-940-8460,www.gccf.or.kr,2001.06.20,"4,153",,,710,790,,,2,161,,,202,231,15,3,4,1,"1,219",1603,"3,740",13,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000256,문화시설,문예회관,고성군문화체육센터,경남,고성군,4882025026,고성읍 기월리,4882025000,고성읍,송학고분로,경남 고성군 고성읍 송학고분로 193,52931,라라739652,128.310722,34.9793129,기초자치단체,고성군,지자체 직영,055-670-5846,없음,2003.06.23,448,,,,,271,448,,,,,,,,,15,,,20800,7,6,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000257,문화시설,문예회관,남해문화센터,경남,남해군,4884025024,남해읍 차산리,4884025000,남해읍,선소로,경남 남해군 남해읍 선소로 12,52413,라라365501,127.8997675,34.8448879,기초자치단체,남해군,지자체 직영,055-860-8624,www.namhae.go.kr,2000.01.02,"3,034",,,612,"1,964",,,,,,,,,4,,,,,2320,131,1,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000258,문화시설,문예회관,산청문화예술회관,경남,산청군,4886034021,금서면 매촌리,4886034000,금서면,친환경로2631번길,경남 산청군 금서면 친환경로2631번길 12,52215,라마338138,127.873171,35.4201347,기초자치단체,산청군,지자체 직영,055-970-6481,없음,2006.06.21,"4,049",,,497,635,156,154,,,165,,,,3,,12,,,1773,388,,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000259,문화시설,문예회관,의령군민문화회관,경남,의령군,4872025023,의령읍 동동리,4872025000,의령읍,의병로24길,경남 의령군 의령읍 의병로24길 31-1,52144,라마695027,128.2649396,35.3177371,기초자치단체,의령군,지자체 직영,055-570-4920,culture.uiryeong.go.kr,1993.04.21,"3,366",,,354,"1,018",,,,,,142,,,3,1,17,,"1,478",5001,788,45.4,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000260,문화시설,문예회관,창녕문화예술회관,경남,창녕군,4874025022,창녕읍 교리,4874025000,창녕읍,우포2로,경남 창녕군 창녕읍 우포2로 1189-25,50317,라마897280,128.4902051,35.5447364,기초자치단체,창녕군,지자체 직영,055-530-1915,www.cng.go.kr/art.web,2012.11.01,"4,760",,,496,831,196,250,1,232,123,,600,990,16,1,24,124,"1,270",5739,"1,120",23.3,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000261,문화시설,문예회관,하동문화예술회관,경남,하동군,4885025021,하동읍 읍내리,4885025000,하동읍,섬진강대로,경남 하동군 하동읍 섬진강대로 2222,52327,라라219752,127.7411495,35.0724061,기초자치단체,하동군,지자체 직영,055-880-2823,hadong.go.kr,2001.04.14,"6,671",,,646,969,200,374,2,516,285,,,,3,1,11,96,,21608,206,2,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000262,문화시설,문예회관,함안문화예술회관,경남,함안군,4873025024,가야읍 도항리,4873025000,가야읍,함안대로,경남 함안군 가야읍 함안대로 619-1,52036,라라819990,128.4012309,35.2832987,기초자치단체,함안군,지자체 직영,055-580-3624,art.haman.go.kr,2005.03.31,"4,641",,,510,985,140,286,1,207,,355,200,203,12,5,23,79,"5,414",7683,"1,437",81.8,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000263,문화시설,문예회관,함양문화예술회관,경남,함양군,4887025024,함양읍 교산리,4887025000,함양읍,필봉산길,경남 함양군 함양읍 필봉산길 55,50031,라마201254,127.7222727,35.5247102,기초자치단체,함양군,지자체 직영,055-960-6710,www.hygn.go.kr/art.web,2011.11.25,"5,529",,,486,897,205,212,1,248,,,,,7,,65,86,"5,762",22208,796,14,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000264,문화시설,문예회관,합천군문화예술회관,경남,합천군,4889025021,합천읍 합천리,4889025000,합천읍,황강체육공원로,경남 합천군 합천읍 황강체육공원로 93,50238,라마607300,128.170505,35.5648025,기초자치단체,합천군,지자체 직영,055-930-4934,www.hc.go.kr,1995.10.27,"5,170",,,340,"1,971",,,1,476,,132,,,6,,4,,,3071,257,23,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000265,문화시설,문예회관,제주특별자치도 문예회관,제주특별자치도,제주시,5011010200,일도이동,5011052000,일도2동,동광로,제주특별자치도 제주시 동광로 69,63270,다다103018,126.5351724,33.504444,광역자치단체,제주특별자치도,지자체 직영,064-710-7604,www.jeju.go.kr/jejuculture,1988.08.25,"7,704",,,828,"2,992",170,498,3,"1,050",,24,,,32,7,167,314,,41445,"6,381",215,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000266,문화시설,문예회관,제주아트센터,제주특별자치도,제주시,5011012000,오라이동,5011064000,오라동,오남로,제주특별자치도 제주시 오남로 231,63147,다나085985,126.5155186,33.4751044,광역자치단체,제주시,지자체 직영,064-728-1509,www.jejusi.go.kr/acenter/index.do,2010.05.9,"9,722","1,184","2,251",,,,,,,115,,,,23,6,86,,"7,216",18544,"2,682",164,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
KCDMSMC22N000000267,문화시설,문예회관,서귀포예술의전당,제주특별자치도,서귀포시,5013010600,서홍동,5013054000,천지동,태평로,제주특별자치도 서귀포시 태평로 270,63594,다나115731,126.5507911,33.2463334,광역자치단체,서귀포시,지자체 직영,064-760-3342,culture.seogwipo.go.kr/artcenter,2014.06.9,"8,530",,,802,"1,603",190,372,1,441,191,"5,923",,,19,5,139,157,,15648,"1,447",326,,20220101,문화데이터총람 2022,KC_479_DMSTC_MCST_CLTURARTCENT_2022,20220101
