FCLTY_NM,CTGRY_ONE_NM,CTGRY_TWO_NM,CTGRY_THREE_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,ROAD_NM,BULD_NO,LC_LA,LC_LO,ZIP_NO,RDNMADR_NM,LNM_ADDR,TEL_NO,HMPG_URL,MANAGE_MBY_NM,WORKDAY_OPER_AT,WKEND_OPER_AT,SPR_OPER_AT,SUMR_OPER_AT,FALL_OPER_AT,WNT_OPER_AT,ELECT_PROVD_AT,HWATER_PROVD_AT,WIFI_HOLD_AT,FWOOD_SLE_AT,WLK_ROAD_AT,WATERPARK_HOLD_AT,PLY_FCLTY_HOLD_AT,MART_HOLD_AT,TOILET_CO,SHWERRM_CO,SINK_CO,FETGS_CO,CFR_FSHNG_FCLTY_AT,CFR_WLK_ROAD_FCLTY_AT,CFR_BEACH_FCLTY_AT,CFR_PRIZE_LSR_FCLTY_AT,CFR_VALL_FCLTY_AT,CFR_RIVER_FCLTY_AT,CFR_POOL_FCLTY_AT,CFR_YNGBGS_EXPRN_FCLTY_AT,CFR_FAFV_EXPRN_FCLTY_AT,CFR_CHILD_PLY_FCLTY_AT,GLAMPING_BED_HOLD_AT,GLAMPING_TV_HOLD_AT,GLAMPING_FRIDGE_HOLD_AT,GLAMPING_WIFI_HOLD_AT,GLAMPING_IN_TOILET_HOLD_AT,GLAMPING_AC_HOLD_AT,GLAMPING_HEATER_HOLD_AT,GLAMPING_CKNG_TOOL_HOLD_AT,ETC_FCLTY_DC,FCLTY_INTRCN_CN,LAST_UPDT_DE
가래골농원 캠핑장,여가활동,캠핑,일반야영장,경기도,포천시,창수면,추동리,821 번지,포천로2811번길,178 번,37.99327269,127.1575845,11134,경기도 포천시 창수면 포천로2811번길 178,경기도 포천시 창수면 추동리 821,0315337410,http://garaegol.com/ws/builder/,민간,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,1,1,0,90,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,텃밭과 동물농장이 있음,"가래골농원 캠핑장은 포천시 창수면, 물 맑고 산 좋은 종현산 자락에 위치한 힐링 캠핑장이다. 4만 5천평에 달하는 대지에 가족농원 캠핑장을 모토로 텃밭과 동물농장을 가지고 있으며, 펜션과 오토캠핑장의 구성으로 되어 있는 복합적인 캠핑장이다. 가래골농원 캠핑장은 테마 별로 조성 되어진 사이트를 가지고 있다. 잣나무와 소나무가 우거져있는 소나무 사이트와, 팔각정과 반려견 동반입장이 가능한(제한된 구역)알프스 사이트가 있다. 캠핑장 입구에서부터 눈길을 끄는 인공연못과 조형물들은 잘 가꾸어진 정원 속에서 빛을 발한다.  가래골농원 캠핑장은 놀거리와 체험거리가 많은 캠핑장이다. 아이들을 위한 미니농장(양, 사슴, 토끼, 염소, 말, 공작새 등)이 있어, 동물들에게 먹이주기 체험도 하며, 승마장이 있어 조랑말을 타보는 승마체험 도할 수 있다. 여름이면 25미터 길이의 워터슬라이드 미끄럼틀 수영장이 있어 짜릿하게 물놀이를 할 수 있다. 산책로가 잘되어 있어 맑은 공기를 마시며 산책을 즐기기에 좋다.",20221130
가로림글램핑,여가활동,캠핑,글램핑,충청남도,서산시,팔봉면,호리,562-4 번지,범머리길,80 번,36.83451141,126.3294268,31921,충청남도 서산시 팔봉면 범머리길 80,충청남도 서산시 팔봉면 호리 562-4,0416636690,http://www.garoleem.co.kr/default/,민간,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,16,16,16,16,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,반려견 동반 가능,알수없음,20221130
가루실캠프,여가활동,캠핑,일반야영장,충청남도,예산군,덕산면,둔리,525-34 번지,가루실길,229-23 번,36.65623836,126.6436775,32408,충청남도 예산군 덕산면 가루실길 229-23,충청남도 예산군 덕산면 둔리 525-34,,https://cafe.naver.com/48119613,민간,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,3,2,2,15,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,덕산도립공원과 용봉산 사이에 위치함,"가루실 캠핑장은 충남 예산군 덕산면에 자리 잡았다. 예산군청을 기점으로 21㎞가량 떨어졌다. 자동차에 몸을 싣고 예산로, 윤봉길로, 가루실길을 차례로 달리면 닿는다. 도착까지 소요되는 시간은 30분 안팎이다. 이곳은 덕산도립공원과 용봉산 사이 숲 속에 둥지를 트고 있다. 깊숙이 들어가는 것도 아닌데, 입구에 다다르면 세상과 단절된 것 같은 세상이 펼쳐진다. 어느 사이트에 접근하든 사방이 숲으로 둘러싸여 더없이 자연친화적인 느낌이다. 캠핑장에는 자갈로 이뤄진 일반야영장 21면, 파쇄석이 깔린 개인 카라반 4면, 글램핑 2개 동을 마련했다. 개인 트레일러와 개인 카라반 동반 입장이 가능하며, 소형견에 한해 캠핑장에 출입할 수 있다. 사계절 내내 평일 주말 모두 운영한다.  캠핑장 주변에 리솜스파캐슬, 용봉산자연휴양림, 덕산도립공원, 한국고건축박물관 등이 있다. 캠핑장 주변에 여러 음식점이 성업 중이라 맘에 드는 요리를 골라 먹는 재미가 쏠쏠하다.",20221130
가리벨리캠핑장,여가활동,캠핑,일반야영장,강원도,인제군,인제읍,가리산리,334-1 번지,대목리길,137 번,38.07316067,128.3384616,24643,강원도 인제군 인제읍 대목리길 137,강원도 인제군 인제읍 가리산리 334-1,0334631212,http://www.garigari.co.kr/,민간,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,1,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,설악산 국립공원 구역 안에 위치함,알수없음,20221130
가리산자연휴양림 야영장,여가활동,캠핑,자동차야영장,강원도,홍천군,두촌면,천현리,776 번지,가리산길,426 번,37.8656358,127.9811498,25164,강원도 홍천군 두촌면 가리산길 426,강원도 홍천군 두촌면 천현리 776,0334356034,http://www.garisan.kr/,지자체,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,1,1,1,20,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,오지캠핑을 즐길 수 있음,알수없음,20221130
가리왕산 자건재,여가활동,캠핑,일반야영장,강원도,정선군,정선읍,회동리,320 번지,청량길,14-2 번,37.42326559,128.5767354,26119,강원도 정선군 정선읍 청량길 14-2,강원도 정선군 정선읍 회동리 320,0335630303,,민간,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,정선의 가리왕산 바로 아랫동네인 회동마을 가장 안쪽에 위치함,알수없음,20221130
가마미야영장,여가활동,캠핑,"일반야영장,카라반",전라남도,영광군,홍농읍,계마리,808-1 번지,계마길,120 번,35.39660944,126.4077651,57000,전라남도 영광군 홍농읍 계마길 120,전라남도 영광군 홍농읍 계마리 808-1,0613505413,http://gamamibeach.co.kr/index.php,지자체,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,2,1,2,10,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,가마미 해수욕장 근처에 위치함,"가마미 야영장은 영광군 홍농읍 가마미로에 있는 캠핑장으로 45000㎡규모에 일반야영장 26면, 카라반 10대로 구성되어 있다. 지자체 위탁으로 지역마을이 운영하고 있으며 지역마을 이장님이 관리운영을 담당하고 있다. 해변에 인접해있어 데크가 해변 모래위에 있다는 특징이 있고 해수욕장 내에 텐트설치가 가능하다.     캠핑장 인근에 있는 가마미 해수욕장은 호남 3대 피서지의 하나로 반달 모양의 넓은 백사장 뒤편에 울창한 소나무 숲이 길게 펼쳐져 있어 아늑한 분위기를 자아낸다. 또한 수심이 깊지 않아 물놀이를 하기에 부담 없고 바닷물이 맑고 모래가 고와 모래찜질하기에도 좋다. 해수욕장 앞쪽으로 떠있는 남도의 섬들을 볼 수 있고, 해질 무렵 서해낙조는 동해일출과는 사뭇 다른 운치를 안겨준다.     그 밖의 주변 관광지로는 영광 아쿠아리움, 백수 해안도로, 노을 전시관, 불갑사, 계마향, 백제불교 최초도래지가 있으니 시간적 여유가 된다면 함께 즐겨보자.",20221130
가마실캠핑장,여가활동,캠핑,일반야영장,충청북도,제천시,자작동,,242 번지,의병대로61길,50 번,37.12152954,128.2966088,27131,충청북도 제천시 의병대로61길 50,충청북도 제천시 자작동 242,0436513031,http://blog.naver.com/keumja9244,민간,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,1,1,1,0,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,저수지에서 낚시 가능,"가마실 캠핑장은 충북 제천시 자작동에 자리 잡고 있다. 제천시청을 기점으로 약 17km 거리에 있으며, 자동차를 타고 청풍호로, 북부로, 의병대로를 차례로 거치면 닿는다. 도착까지 소요 시간은 20분가량이다. 이곳은 저수지에 인접해 낚시와 함께 캠핑을 즐길 수 있다. 캠핑장에는 자동차 야영장 31면을 마련했다. 사이트 크기와 개수는 가로 3m 세로 3m 데크 6면, 가로 3m 세로 6m 데크 5면, 가로 7m 세로 6m 파쇄석 20면이다. 화로대, 전기를 이용할 수 있다. 개인 트레일러와 카라반 입장이 가능하며, 이용료는 오토캠핑장과 같다. 관리소에서는 화로대를 무료로 대여해준다. 캠핑장은 사계절 내내 쉬지 않고 운영하며, 예약은 전화로만 받는다. 아울러 반려견은 동반 입장이 불가능하다.  캠핑장 주변에는 의림지, 교동민화마을 등 관광지가 즐비하다. 돼지갈비와 한우 갈빗살을 맛볼 수 있는 음식점 고원갈비도 있다.",20221130
가반나야영장,여가활동,캠핑,일반야영장,경상남도,남해군,창선면,서대리,489-2 번지,서부로,892-9 번,34.8851228,127.9839878,52451,경상남도 남해군 창선면 서부로 892-9,경상남도 남해군 창선면 서대리 489-2,0558678806,gabannacamp.com,민간,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,1,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,바다뷰캠핑 가능,알수없음,20221130
가산 글램핑,여가활동,캠핑,"일반야영장,카라반,글램핑",경상북도,칠곡군,가산면,학하리,1178-1 번지,학하2길,54-55 번,36.08837517,128.4746553,39849,경상북도 칠곡군 가산면 학하2길 54-55,경상북도 칠곡군 가산면 학하리 1178-1,0549739981,http://gsglamping.com/,민간,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,2,2,1,31,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,"기산CC, 천생산성 삼림욕장이 인근에 위치","가산 글램핑은 경북 칠곡군 가산면에 자리 잡고 있다. 칠곡군청을 기점으로 25㎞가량 떨어졌다. 자동차를 타고 칠곡대로, 강변서로, 인동가산로를 번갈아 달리면 닿는다. 도착까지 걸리는 시간은 40분 안팎이다. 캠핑장 진입 전 약 1.5㎞ 구간을 진행하다 보면 교행이 불가능한 도로가 나오므로 초보운전자는 각별히 주의해야 한다. 이곳은 글램핑과 카라반을 한꺼번에 즐길 수 있는 숲속 캠핑장이다. 카라반 5대와 글램핑 26개 동을 마련했다. 카라반 내부에는 침대, 냉난방기, TV, 냉장고, 취사도구, 조리도구, 화장실, 샤워실, 개수대 등을 비치했고, 외부 전용 공간에는 의자 일체형 테이블을 배치했다. 글램핑 객실은 카라반과 비슷하다. 사계절 내내 운영하며, 예약은 온라인 실시간으로 가능하다.  캠핑장 인근에 기산CC, 천생산성 삼림욕장 등의 관광지가 있어 연계여행이 순조롭다. 인근에 성업 중인 음식점도 많다.",20221130
가산산성 야영장,여가활동,캠핑,일반야영장,경상북도,칠곡군,동명면,득명리,113-1 번지,한티로,1034 번,36.0161981,128.6181065,39855,경상북도 칠곡군 동명면 한티로 1034,경상북도 칠곡군 동명면 득명리 113-1,0548808300,http://www.gbpalgong.go.kr,지자체,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,5,1,5,34,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"치산관광지, 팔공산도립공원, 블루데이식물원이 인근에 위치","가산산성 야영장은 경북 칠곡군 동명면에 자리 잡았다. 칠곡군청을 기점으로 30㎞가량 떨어졌으며, 자동차에 몸을 싣고 호국로, 경북대로, 한티로를 차례로 달리면 닿는다. 도착까지 걸리는 시간은 45분 안팎이다. 이곳은 지자체에서 운영하는 곳으로서 모든 시설이 깔끔하게 정비됐다. 게다가 캠핑장 자체가 산책로로 여겨질 만큼 발길 닿는 곳마다 청량감 가득한 숲의 기운을 느낄 수 있다. 전기, 무선 인터넷, 온수, 등의 부대시설은 없지만, 자연친화적인 캠핑을 만끽할 수 있다. 캠핑장에는 일반 야영장 200면을 마련했다. 사이트 크기는 가로 4.5m 세로 7m, 가로 3.5m 세로 5m, 가로 3m 세로 5m, 가로 3m 세로 4.1m로 네 가지 종류다. 평일 주말 모두 운영하며, 매년 12월부터 이듬해 2월까지 휴장이다.  캠핑장 인근에 치산관광지, 팔공산도립공원, 블루데이식물원 등 관광자원이 풍부하다. 팔공산 주변에 음식점도 많아 식도락의 즐거움도 누릴 수 있다.",20221130
가산산성마을 캠핑장,여가활동,캠핑,일반야영장,경상북도,칠곡군,가산면,가산리,635-1 번지,가산로,891 번,36.04999908,128.5977818,39853,경상북도 칠곡군 가산면 가산로 891,경상북도 칠곡군 가산면 가산리 635-1,0549726635,http://www.sansungvil.co.kr/,민간,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,1,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,반려동물 동반 가능,알수없음,20221130
가야경 오토캠핑장,여가활동,캠핑,"일반야영장,카라반",경상북도,성주군,,용사리,,,,35.86808911,128.1057696,40062,,경상북도 성주군 가천면 용사리,0549323379,http://www.gayagyeong.co.kr/,민간,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,3,2,2,10,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,"캠핑장 내 음식점, 카페 있음","가야경 오토캠핑장은 경북 성주군 가천면에 자리 잡고 있다. 성주군청을 기점으로 약 19㎞ 떨어져 있으며, 자동차로 참별로, 가야로, 동신로를 차례로 거치면 닿는다. 도착까지 걸리는 시간은 30분 안팎이다. 이곳은 가야산 인근에 위치한 덕분에 날씨가 좋은 날이면 가야산을 조망하며 캠핑을 즐길 수 있다. 카라반 3대를 비롯해 일반 야영장 7면, 펜션 10개 객실을 운영 중이다. 카라반 내부에는 침대, 냉난방기, TV, 냉장고, 취사도구, 조리도구가 있다. 외부에는 파라솔과 테이블이 있어 휴식 공간이나 바비큐 공간으로 활용할 수 있다. 일반 야영장 7면 가운데 5면은 잔디, 2면은 파쇄석으로 이뤄졌으며, 사이트 크기는 가로 4m 세로 6m이다. 화로대, 전기, 무선인터넷을 사용할 수 있다.  캠핑장 인근에 가야산 등 유명 관광지가 많다. 캠핑장 내에 닭백숙, 유황오리백숙, 파전, 막걸리 등을 판매하는 식당이 있다. 민속차와 드립 커피를 파는 카페도 자리했다.",20221130
가야권역 소리마실 영농조합법인,여가활동,캠핑,일반야영장,경상남도,합천군,가야면,야천리,861-1 번지,가야산로,1267 번,35.77246831,128.1288434,50201,경상남도 합천군 가야면 가야산로 1267,경상남도 합천군 가야면 야천리 산 861-1,0559342221,http://www.gayasori.co.kr,민간,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,2,2,2,39,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,"대장경 테마파크, 해인사가 근처 위치","가야권역 소리마실영농조합 캠핑장은 A, B, C 총 3 곳의 사이트와 방갈로 형식의 펜션이 함께 있는 캠핑장이다. 캠핑장 사이트가 워낙에 넓어 캠퍼들에게 인기 많은 곳이다. 신생 캠핑장이라 모든 시설물들이 깨끗하고 정비가 아주 잘 되어 있다. 화장실, 샤워장, 개수대, 분리수거장 등이 잘 되어 있으며, 온수도 시원시원하게 잘 나온다.  고개만 들어 앞을 보면 가야산이 보이고, 옆으로 돌면 계곡이 보이는 자연히 힐링이 되는 캠핑장이다. 아침에 일어나 산책도 할 겸 소리마실로 가는 다리를 건너면 대장경 테마파크 있는 곳부터 해인사까지 길이 연결이 되어 있다.  길이 험한 코스도 아니고 그냥 도보로 걷기 좋은 산책로로 왕복 약 10km 거리로 조성되어 있다. 합천의 대장경 테마파크부터 홍류동 계곡이 흐르는 소리길, 그리고 가야산의 해인사까지 연결되어 있다. 반려견동반 입장이 가능한 캠핑장이다.",20221130
가야랜드달빛야영장,여가활동,캠핑,일반야영장,경상남도,김해시,삼방동,,826 번지,신어산길,67 번,35.25897489,128.9056119,50811,경상남도 김해시 신어산길 67,경상남도 김해시 삼방동 826,0553329100,http://moonlightcamp.co.kr/,지자체,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,1,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,총 150여개의 다양한 캠핑존이 있음,"달빛야영장은 산세가 아름다운 신어산(630m) 기슭에 자리 잡고 있어 주간은 물론 아름다운 야간 경관을 자랑한다. 달빛야영장은 옛 가야의 왕과 지명으로 이름이 붙여진 다양한 캠핑 구획으로 구분되어 있으며, 자동차야영장은 물론 카라반, 글래핑, 미니글램핑, 백패킹야영장 등 총 150여개의 다양한 캠핑존을 갖추고 있어 취향과 여건에 맞는 캠핑을 즐길 수 있다.    경남 최대의 테마파크 캠핑장으로 수로존은 글램핑장과 캠핑카라반 구역이고, 김해존은 오토캠핑 사이트 그리고 낙동존과 신어존은 야영장이며, 가락존은 백패킹을 즐기는 캠퍼들의 장소로 구분되어 있다. 또한 다목적홀 클럽하우스는 소규모 공연, 각종 모임, 직장 워크숍 회의실 등 다용도로 사용이 가능한 지름 약 18M의 실내공간을 갖추고 있어 기업이나 단체의 캠핑객들도 편리하게 사용할 수 있다.     야영장 인근에는 은하사, 봉하마을, 수로왕릉, 수로왕비릉, 분산성, 국립김해박물관, 연지공원, 해운천문대 등의 관광지가 가까이 있어서, 김해시 일대를 관광하기에 유용하다. 엔젤파크 놀이공원과 힐링형 캠핑장, 어린이 식문화체험 콘텐츠로 구성된 가족힐링테마파크는 김해시를 방문하는 관광객들에게 자연 친화적인 휴양지로 각광받고 있다.",20221130
가야산 캠핑장,여가활동,캠핑,일반야영장,충청남도,예산군,덕산면,대치리,22-3 번지,윤봉길로,489-8 번,36.68650155,126.6289256,32407,충청남도 예산군 덕산면 윤봉길로 489-8,충청남도 예산군 덕산면 대치리 22-3,,https://blog.naver.com/gayasan79,민간,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,4,2,1,21,Y,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,"낚시, 농촌체험(버섯따기, 토끼 먹이주기 ) 등 가능","가야산 캠핑장은 충남 예산군 덕산면에 자리했다. 예산군청을 기점으로 21Km가량 떨어졌다. 자동차를 타고 예산로, 충서로, 윤봉길로를 차례로 거치면 닿는다. 도착까지 걸리는 시간은 30분 안팎이다. 캠핑장은 600년 역사를 지닌 덕산 온천과 리솜스플라스 리조트 인근에 위치했다. 이 덕택에 연계 관광이 순조롭다. 캠핑장에는 자동차 야영장 21면을 마련했다. 바닥은 모두 파쇄석으로 이뤄졌다. 사이트 크기는 평균적으로 가로 7m 세로 7m이며, 이보다 큰 자리도 있다. 캠핑장 내에 수목이 울창해 한여름 무더위도 두렵지 않다. 무엇보다 사이트 사이 간견이 넓어 프라이빗한 캠핑이 가능하다는 것이 가장 큰 장점이다. 남녀를 구분한 화장실과 샤워실은 각각 4개소와 2개소이며, 개수대는 1개소다. 수시로 관리하는 덕분에 항상 깔끔함을 유지하고 있다. 개인 카라반과 트레일러 동반 입장이 가능하며, 소형견에 한해 출입이 가능하다.",20221130
가야산국립공원 백운동야영장,여가활동,캠핑,"일반야영장,자동차야영장",경상북도,성주군,,백운리,,,,35.80042842,128.1501429,40063,,경상북도 성주군 수륜면 백운리,0549311430,http://www.knps.or.kr/front/portal/open/campingfacList.do?menuNo=8000129,국립공원,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,1,1,2,0,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,가야산 국립공원에 위치,"백운동 자동차야영장은 경북 성주군 수륜면에 자리 잡고 있다. 성주군청을 기점으로 약 23km 거리에 있으며, 차량을 이용해 참별로, 가야로, 성주가야산로를 차례로 거치면 닿는다. 도착까지 소요시간은 30분 남짓이다. 이곳은 가야산 국립공원에 조성한 덕분에 자연과 함께 캠핑을 즐길 수 있다. 아울러 주변에 수목이 많아 시원한 나무 그늘이 드리워져 한여름 캠핑에도 문제가 없다. 캠핑장에는 마사토로 이뤄진 자동차 야영장 27면을 배치했고 숲과 잘 어우러져 있다. 사이트 크기는 가로 5m 세로 7m이다. 캠핑장은 봄, 여름, 가을 운영하며, 11월말부터 3월31일 까지 휴장한다. 예약은 현장접수와 온라인 실시간으로 받는다. 매점은 없지만 가까운 거리에 슈퍼가 있어 물품을 구입하기에 어려움이 없다.  캠핑장 주변에는 가야산 야생화식물원, 심원사 등의 관광지가 있다. 가까운 거리에 시골의 정을 느낄 수 있는 한식전문 산마루식당도 있다.",20221130
